% Model,Smooth_Finite_PML_TM30_300GHz_COMSOL61_with_S11.mph
% Version,COMSOL 6.4.0.429
% Date,"Aug 22 2026, 14:43"
% Dimension,2
% Nodes,1338
% Expressions,13
% Description,"Observation angle from upward normal, Re normalized angular field, Im normalized angular field, Normalized angular field magnitude, Normalized angular field magnitude, dB, Normalized angular field phase, Normalized angular intensity, Re scattered E at 1 m, Im scattered E at 1 m, Scattered E magnitude at 1 m, Scattered E phase at 1 m, 2D scattering width, 2D scattering width, dB relative to 1 m"
% Length unit,mm
% X,Y,theta_obs (deg) @ freq=300,real(Sang_complex) (1) @ freq=300,imag(Sang_complex) (1) @ freq=300,Sang_magnitude (1) @ freq=300,Sang_dB @ freq=300,Sang_phase (deg) @ freq=300,Sang_power (1) @ freq=300,real(Escat_far_complex) (V/m) @ freq=300,imag(Escat_far_complex) (V/m) @ freq=300,Escat_far_magnitude (V/m) @ freq=300,Escat_far_phase (deg) @ freq=300,sigma2D (m) @ freq=300,sigma2D_dB @ freq=300
-19.399981087770982,1,-77.59992435108393,-0.0020686627779582718,-2.219975653582295E-4,0.0020806094107003723,-53.6362211081108,-173.87352679861172,4.328967963638036E-6,1.9709231019595652E-4,0.0014069743694486,0.0014208796721257918,82.02682570448225,1.2685141461778145E-5,-48.96706370231278
-19.397498497703943,1,-77.58999399081577,-0.0020655080186318155,-2.2887658183150657E-4,0.0020782248352842225,-53.646183239727655,-173.675529019604,4.31905184042681E-6,1.8788469041711397E-4,0.0014073837014036404,0.0014200456235127408,82.39748363896803,1.2670254921474621E-5,-48.97216429213972
-19.340029049401643,1,-77.36011619760659,-0.0019877911640799576,-3.8431616122574087E-4,0.0020246710788413063,-53.87294053573957,-169.0563196099764,4.0993216393452245E-6,-2.0826571417149444E-5,0.0014003428484571675,0.0014006535168939733,90.8531379285837,1.2326568255809814E-5,-49.09159579990362
-19.33754645933461,1,-77.35018583733846,-0.0019842265872540726,-3.908482585552202E-4,0.0020224293143636532,-53.8825645613361,-168.85531160037905,4.090249840545238E-6,-2.9576460899552318E-5,0.0013992945310364253,0.0013997696480931418,91.2124311219086,1.2311022891268777E-5,-49.09708118707118
-19.28007701103228,1,-77.12030804412912,-0.0018972364404056651,-5.377811060867426E-4,0.001972051556880275,-54.101662831575986,-164.17316152727707,3.889012728633407E-6,-2.247796144797026E-4,0.0013587337858407956,0.0013773447953988362,99.39485172391544,1.1919733324145093E-5,-49.23736106300894
-19.27759442096526,1,-77.11037768386105,-0.0018932821904321271,-5.439243960226679E-4,0.001969940380644102,-54.1109679110732,-163.96974416549887,3.880691309187088E-6,-2.328142093976559E-4,0.0013562588490946517,0.0013762452909487017,99.74232818513407,1.190072627647951E-5,-49.24430358035309
-19.22012497266294,1,-76.88049989065178,-0.0017975413663485953,-6.813907244803277E-4,0.0019224235661072925,-54.32304475721903,-159.23871101300884,3.6957349950122253E-6,-4.085643706033311E-4,0.0012834049518948662,0.0013469998584982276,107.66033886123063,1.1400329726216788E-5,-49.4308745765516
-19.217642382595923,1,-76.8705695303837,-0.0017932225813269208,-6.871043754996644E-4,0.001920427976181673,-54.3320673739409,-159.03349215869042,3.6880670820912425E-6,-4.156299259245382E-4,0.001279580046111453,0.0013455265567356787,107.99721086044312,1.1375436018891967E-5,-49.44039252505179
-19.160172934293655,1,-76.64069173717462,-0.0016893698496460077,-8.141770517020985E-4,0.0018753957841100173,-54.53816627949693,-154.26752360979293,3.517129732017685E-6,-5.661740465282731E-4,0.0011767418805531617,0.0013059835462617918,115.69639131483424,1.0716674579098278E-5,-49.699494369977714
-19.157690344226634,1,-76.63076137690653,-0.001684716688741053,-8.194220205714051E-4,0.0018734983105246098,-54.54696043088415,-154.06109404083608,3.5100172124016876E-6,-5.720300129540621E-4,0.0011716912017085482,0.0013039971241313839,116.02539251342098,1.068415368899777E-5,-49.71273942938426
-19.100220895924398,1,-76.40088358369759,-0.0015735066232132726,-9.352238006470373E-4,0.0018305220614330546,-54.748524643513136,-149.2734735189339,3.3508296613469804E-6,-6.920335968042055E-4,0.0010422867320092988,0.001251222406198501,123.58585535315885,9.836894737854006E-6,-50.07160109572742
-19.09773830585737,1,-76.39095322342948,-0.0015685542050465136,-9.399635877110083E-4,0.001828703222157648,-54.75716111220058,-149.06638359639072,3.344175127893024E-6,-6.964627806065739E-4,0.0010361823150979138,0.001248611324163723,123.91123760236742,9.795968639090846E-6,-50.08978794106461
-19.040268857555123,1,-76.1610754302205,-0.0014508546868516306,-0.0010436847715392964,0.0017873138532996725,-54.95600703333207,-144.2692139666958,3.194508193041216E-6,-7.812513848052636E-4,8.847245775021681E-4,0.0011804016926105368,131.45061351997978,8.755004185119543E-6,-50.57777012506751
-19.037786267488087,1,-76.15114506995236,-0.0014456429315174795,-0.0010478861877728399,0.0017855527274170857,-54.964571834453636,-144.06195283617936,3.188217067670088E-6,-7.840705742493444E-4,8.777846866035102E-4,0.0011770897489887567,131.77846632844475,8.706069278497413E-6,-50.602246033689894
