# COMSOL 6.4 angular-spectrum results, interpolated to a uniform 1 degree grid
# Angle is measured from the upward surface normal; positive is toward +x
# 2D_RCS_m is scattering width per unit out-of-plane length, not 3D RCS in m^2
angle_deg,Sang_real,Sang_imag,Sang_magnitude,Sang_dB,Sang_phase_deg,normalized_intensity,Escat_1m_real_Vpm,Escat_1m_imag_Vpm,Escat_1m_magnitude_Vpm,Escat_1m_phase_deg,RCS_2D_m,RCS_2D_dB_ref_1m
-45,-1.0530580413223479e-05,-1.9325806592162404e-05,2.2008632948846093e-05,-93.14813865026059,-118.58584844403283,4.843799242770338e-10,0.004637962721843406,0.009211368527906553,0.010313098873089331,63.27455346693088,0.0006682796418374807,-31.750417688214114
-44,1.4935836659349466e-05,-1.206133579526505e-05,1.919778731731627e-05,-94.33497647932083,-38.92237863331647,3.6855503788090947e-10,-0.01054190280359907,0.0020311975404260505,0.010735803564184786,169.09398884212686,0.0007241840933725421,-31.401510186468705
-43,1.3087478381721894e-05,1.2669887254093635e-05,1.821560137419246e-05,-94.79112972568305,44.07117391003486,3.318081334234822e-10,0.0008960460209264764,-0.011831816638447214,0.011865697764457617,-85.66914841741311,0.0008846397146217457,-30.532335675055165
-42,-8.96466174524864e-06,1.2045551212119303e-05,1.5015340962179752e-05,-96.46929603145524,126.6577327077141,2.2546046421051317e-10,0.011237580661796528,0.005473494795225457,0.012499694572418299,25.96935019042346,0.0009816997283806,-30.080213291672
-41,-1.1438302322407414e-05,-7.96095179573798e-06,1.3935979101335313e-05,-97.11725027224713,-145.16244298367013,1.942115135128546e-10,-0.009034435539356222,0.009118160018001874,0.012835959941845826,134.73573887889697,0.0010352293458679317,-29.849634254622096
-40,5.72864522703441e-06,-9.343136847608612e-06,1.0959542978170482e-05,-99.20415111812248,-58.48589808883298,1.2011158229036592e-10,-0.0053344572531464265,-0.013056757256041931,0.014104444130445204,-112.22291767887516,0.0012499476319374246,-29.031081819015625
-39,8.48968814151829e-06,5.812769543431175e-06,1.0288979274217505e-05,-99.75255415210387,34.39889152206581,1.0586309450527737e-10,0.01433506311135569,0.0009424168501400276,0.014366007932824571,3.7613310383682093,0.001296737505707343,-28.87147927817506
-38,-4.4948733623310125e-06,6.014646868356367e-06,7.508652575157673e-06,-102.48875979966563,126.77154306618115,5.637986349442195e-11,-0.006750789406625581,0.01304823559408157,0.014691140518396296,117.3557717304894,0.001356097432717791,-28.677091062126472
-37,-5.325278446905015e-06,-4.797795607325205e-06,7.167805328462829e-06,-102.89227596513975,-137.98281253304793,5.1377433226740125e-11,-0.008534510518744952,-0.012866872226720701,0.015440021719328142,-123.55605128035391,0.0014978753789360911,-28.245243178059567
-36,4.032127704960286e-06,-2.8141302084995917e-06,4.917050199001252e-06,-106.16590715802042,-34.91222276350764,2.4177382659498254e-11,0.015095540092560682,-0.0007186286065580935,0.015112635698655301,-2.7255284720990036,0.0014350277366402516,-28.43139704676753
-35,2.5594140934252192e-06,4.079942064930658e-06,4.8162773751949e-06,-106.3457701897899,57.899281861908165,2.3196527754814277e-11,-0.006703106803916449,0.013806378486270459,0.015347564227943885,115.8969427008374,0.0014799900220180946,-28.29741212576049
-34,-3.6754218690638256e-06,1.4903448717108967e-07,3.678442223816894e-06,-108.68672121800834,177.67798853666625,1.3530937193958976e-11,-0.008342754037067142,-0.014057273356376054,0.01634651275162015,-120.68841450511347,0.0016789203900792146,-27.74969896458137
-33,-2.467820717101234e-07,-3.0338433847707592e-06,3.0438638396345585e-06,-110.33149557296983,-94.6503747482341,9.265107074234838e-12,0.016250304722129766,0.0014382352191915871,0.016313826163956636,5.057791332038245,0.0016722127439933016,-27.767084711166163
